院校名称,年份,省份,科类,批次,最低分,最低位次,平均分,招生人数,院校代码
上海济光职业技术学院,2023,陕西,理科,专科批,335,132660,,,上海济光职业技术学院
广州民航职业技术学院,2023,陕西,理科,专科批,335,132702,,,广州民航职业技术学院
成都职业技术学院,2023,陕西,理科,专科批,333,133791,,,成都职业技术学院
陕西能源职业技术学院,2023,陕西,理科,专科批,332,134019,,,陕西能源职业技术学院
湖南大众传媒职业技术学院,2023,陕西,理科,专科批,332,134041,,,湖南大众传媒职业技术
桂林理工大学,2023,陕西,理科,专科批,332,134046,,,桂林理工大学
河南医学高等专科学校,2023,陕西,理科,专科批,332,134097,,,河南医学高等专科学校
西安培华学院,2023,陕西,理科,专科批,332,134125,,,西安培华学院
武汉警官职业学院,2023,陕西,理科,专科批,332,134270,,,武汉警官职业学院
沧州医学高等专科学校,2023,陕西,理科,专科批,331,134675,,,沧州医学高等专科学校
重庆水利电力职业技术学院,2023,陕西,理科,专科批,331,134865,,,重庆水利电力职业技术
安徽中医药高等专科学校,2023,陕西,理科,专科批,330,134928,,,安徽中医药高等专科学
四川护理职业学院,2023,陕西,理科,专科批,330,135142,,,四川护理职业学院
郑州铁路职业技术学院,2023,陕西,理科,专科批,330,135204,,,郑州铁路职业技术学院
湖北中医药高等专科学校,2023,陕西,理科,专科批,329,135424,,,湖北中医药高等专科学
雅安职业技术学院,2023,陕西,理科,专科批,329,135615,,,雅安职业技术学院
广东南华工商职业学院,2023,陕西,理科,专科批,328,135939,,,广东南华工商职业学院
武汉生物工程学院,2023,陕西,理科,专科批,328,136212,,,武汉生物工程学院
陕西农林职业技术大学,2023,陕西,理科,专科批,327,136361,,,陕西农林职业技术大学
遵义医药高等专科学校,2023,陕西,理科,专科批,327,136611,,,遵义医药高等专科学校
丽江文化旅游学院,2023,陕西,理科,专科批,327,136784,,,丽江文化旅游学院
天津轻工职业技术学院,2023,陕西,理科,专科批,326,136863,,,天津轻工职业技术学院
江西电力职业技术学院,2023,陕西,理科,专科批,326,136871,,,江西电力职业技术学院
武汉铁路职业技术学院,2023,陕西,理科,专科批,326,136912,,,武汉铁路职业技术学院
宝鸡职业技术学院,2023,陕西,理科,专科批,326,137202,,,宝鸡职业技术学院
江西医学高等专科学校,2023,陕西,理科,专科批,325,137378,,,江西医学高等专科学校
广西电力职业技术学院,2023,陕西,理科,专科批,325,137620,,,广西电力职业技术学院
西安铁路职业技术学院,2023,陕西,理科,专科批,324,137729,,,西安铁路职业技术学院
川北幼儿师范高等专科学校,2023,陕西,理科,专科批,324,138013,,,川北幼儿师范高等专科
西安翻译学院,2023,陕西,理科,专科批,322,138632,,,西安翻译学院
邢台医学院,2023,陕西,理科,专科批,321,139201,,,邢台医学院
陕西财经职业技术学院,2023,陕西,理科,专科批,321,139284,,,陕西财经职业技术学院
成都轻工职业技术大学,2023,陕西,理科,专科批,321,139350,,,成都轻工职业技术大学
陕西铁路工程职业技术学院,2023,陕西,理科,专科批,321,139366,,,陕西铁路工程职业技术
洛阳职业技术学院,2023,陕西,理科,专科批,318,140305,,,洛阳职业技术学院
淮南联合大学,2023,陕西,理科,专科批,318,140309,,,淮南联合大学
南阳医学高等专科学校,2023,陕西,理科,专科批,318,140425,,,南阳医学高等专科学校
齐鲁理工学院,2023,陕西,理科,专科批,318,140645,,,齐鲁理工学院
上海出版印刷高等专科学校,2023,陕西,理科,专科批,317,141012,,,上海出版印刷高等专科
上海城建职业学院,2023,陕西,理科,专科批,316,141261,,,上海城建职业学院
湖南信息职业技术学院,2023,陕西,理科,专科批,314,142027,,,湖南信息职业技术学院
广东文理职业学院,2023,陕西,理科,专科批,314,142045,,,广东文理职业学院
天津现代职业技术学院,2023,陕西,理科,专科批,313,142438,,,天津现代职业技术学院
四川交通职业技术学院,2023,陕西,理科,专科批,313,142467,,,四川交通职业技术学院
广州铁路职业技术学院,2023,陕西,理科,专科批,313,142650,,,广州铁路职业技术学院
石家庄铁路职业技术学院,2023,陕西,理科,专科批,313,142754,,,石家庄铁路职业技术学
青岛酒店管理职业技术学院,2023,陕西,理科,专科批,312,143070,,,青岛酒店管理职业技术
河北科技工程职业技术大学,2023,陕西,理科,专科批,311,143496,,,河北科技工程职业技术
陕西职业技术学院,2023,陕西,理科,专科批,311,143500,,,陕西职业技术学院
上海民航职业技术学院,2023,陕西,理科,专科批,311,143564,,,上海民航职业技术学院
广州民航职业技术学院,2023,陕西,理科,专科批,310,143659,,,广州民航职业技术学院
山西工程科技职业大学,2023,陕西,理科,专科批,310,143872,,,山西工程科技职业大学
武汉软件工程职业学院,2023,陕西,理科,专科批,309,144119,,,武汉软件工程职业学院
大连财经学院,2023,陕西,理科,专科批,309,144261,,,大连财经学院
四川航天职业技术学院,2023,陕西,理科,专科批,309,144285,,,四川航天职业技术学院
天津交通职业学院,2023,陕西,理科,专科批,308,144511,,,天津交通职业学院
江西职业技术大学,2023,陕西,理科,专科批,308,144578,,,江西职业技术大学
菏泽医学专科学校,2023,陕西,理科,专科批,307,144739,,,菏泽医学专科学校
丽江师范学院,2023,陕西,理科,专科批,307,144805,,,丽江师范学院
江苏工程职业技术学院,2023,陕西,理科,专科批,307,144849,,,江苏工程职业技术学院
西安科技大学高新学院,2023,陕西,理科,专科批,306,145252,,,西安科技大学高新学院
贵州交通职业大学,2023,陕西,理科,专科批,306,145368,,,贵州交通职业大学
长江工程职业技术学院,2023,陕西,理科,专科批,306,145424,,,长江工程职业技术学院
昆明冶金职业大学,2023,陕西,理科,专科批,304,146061,,,昆明冶金职业大学
山东职业学院,2023,陕西,理科,专科批,304,146062,,,山东职业学院
江苏建筑职业技术大学,2023,陕西,理科,专科批,303,146224,,,江苏建筑职业技术大学
兰州资源环境职业技术大学,2023,陕西,理科,专科批,301,147123,,,兰州资源环境职业技术
承德护理职业学院,2023,陕西,理科,专科批,301,147152,,,承德护理职业学院
哈尔滨铁道职业技术学院,2023,陕西,理科,专科批,300,147505,,,哈尔滨铁道职业技术学
湖南铁路科技职业技术学院,2023,陕西,理科,专科批,299,147743,,,湖南铁路科技职业技术
天津铁道职业技术学院,2023,陕西,理科,专科批,299,147859,,,天津铁道职业技术学院
天津海运职业学院,2023,陕西,理科,专科批,299,147961,,,天津海运职业学院
石家庄信息工程职业学院,2023,陕西,理科,专科批,298,148234,,,石家庄信息工程职业学
江西交通职业技术学院,2023,陕西,理科,专科批,296,148930,,,江西交通职业技术学院
四川建筑职业技术大学,2023,陕西,理科,专科批,295,149083,,,四川建筑职业技术大学
西安外事学院,2023,陕西,理科,专科批,295,149086,,,西安外事学院
武汉船舶职业技术学院,2023,陕西,理科,专科批,295,149119,,,武汉船舶职业技术学院
陕西警察学院,2023,陕西,理科,专科批,293,149603,,,陕西警察学院
成都银杏酒店管理学院,2023,陕西,理科,专科批,293,149605,,,成都银杏酒店管理学院
湖南铁道职业技术学院,2023,陕西,理科,专科批,292,149956,,,湖南铁道职业技术学院
山西职业技术学院,2023,陕西,理科,专科批,290,150539,,,山西职业技术学院
湖北职业技术学院,2023,陕西,理科,专科批,289,150837,,,湖北职业技术学院
湖南科技职业学院,2023,陕西,理科,专科批,289,150881,,,湖南科技职业学院
西安医学高等专科学校,2023,陕西,理科,专科批,287,151366,,,西安医学高等专科学校
广西警察学院,2023,陕西,理科,专科批,287,151514,,,广西警察学院
绵阳职业技术学院,2023,陕西,理科,专科批,286,151657,,,绵阳职业技术学院
成都外国语学院,2023,陕西,理科,专科批,286,151825,,,成都外国语学院
曲靖健康医学院,2023,陕西,理科,专科批,285,151848,,,曲靖健康医学院
西安科技大学高新学院,2023,陕西,理科,专科批,285,151851,,,西安科技大学高新学院
河北软件职业技术学院,2023,陕西,理科,专科批,285,152069,,,河北软件职业技术学院
楚雄医药高等专科学校,2023,陕西,理科,专科批,284,152299,,,楚雄医药高等专科学校
重庆财经职业学院,2023,陕西,理科,专科批,283,152492,,,重庆财经职业学院
河北轨道运输职业技术学院,2023,陕西,理科,专科批,283,152562,,,河北轨道运输职业技术
湖北交通职业技术学院,2023,陕西,理科,专科批,282,152805,,,湖北交通职业技术学院
开封大学,2023,陕西,理科,专科批,281,152863,,,开封大学
山东交通职业学院,2023,陕西,理科,专科批,278,153747,,,山东交通职业学院
湖北商贸学院,2023,陕西,理科,专科批,278,153786,,,湖北商贸学院
西安思源学院,2023,陕西,理科,专科批,277,153884,,,西安思源学院
海南体育职业技术学院,2023,陕西,理科,专科批,277,153979,,,海南体育职业技术学院
江西现代职业技术学院,2023,陕西,理科,专科批,277,154084,,,江西现代职业技术学院
济南护理职业学院,2023,陕西,理科,专科批,276,154217,,,济南护理职业学院
湖南城建职业技术学院,2023,陕西,理科,专科批,275,154362,,,湖南城建职业技术学院
西安欧亚学院,2023,陕西,理科,专科批,275,154399,,,西安欧亚学院
山东外贸职业学院,2023,陕西,理科,专科批,275,154438,,,山东外贸职业学院
上海旅游高等专科学校,2023,陕西,理科,专科批,273,154781,,,上海旅游高等专科学校
湖南工程职业技术学院,2023,陕西,理科,专科批,273,154955,,,湖南工程职业技术学院
三峡大学科技学院,2023,陕西,理科,专科批,272,155178,,,三峡大学科技学院
宜宾职业技术学院,2023,陕西,理科,专科批,271,155241,,,宜宾职业技术学院
江西应用技术职业学院,2023,陕西,理科,专科批,271,155411,,,江西应用技术职业学院
湖南汽车工程职业大学,2023,陕西,理科,专科批,271,155421,,,湖南汽车工程职业大学
武汉商贸职业学院,2023,陕西,理科,专科批,270,155465,,,武汉商贸职业学院
赣州师范高等专科学校,2023,陕西,理科,专科批,270,155494,,,赣州师范高等专科学校
银川科技学院,2023,陕西,理科,专科批,269,155652,,,银川科技学院
武汉纺织大学外经贸学院,2023,陕西,理科,专科批,268,155905,,,武汉纺织大学外经贸学
石家庄医学高等专科学校,2023,陕西,理科,专科批,268,155907,,,石家庄医学高等专科学
天津警察学院,2023,陕西,理科,专科批,268,155964,,,天津警察学院
吉林铁道职业技术大学,2023,陕西,理科,专科批,268,155982,,,吉林铁道职业技术大学
湖北师范大学文理学院,2023,陕西,理科,专科批,268,156058,,,湖北师范大学文理学院
天津滨海职业学院,2023,陕西,理科,专科批,267,156231,,,天津滨海职业学院
湖北生态工程职业技术学院,2023,陕西,理科,专科批,263,156882,,,湖北生态工程职业技术
海南经贸职业技术学院,2023,陕西,理科,专科批,263,156933,,,海南经贸职业技术学院
山东水利职业学院,2023,陕西,理科,专科批,263,156952,,,山东水利职业学院
江西财经职业学院,2023,陕西,理科,专科批,262,157156,,,江西财经职业学院
潍坊理工学院,2023,陕西,理科,专科批,261,157304,,,潍坊理工学院
四川职业技术学院,2023,陕西,理科,专科批,260,157339,,,四川职业技术学院
湖南交通职业技术学院,2023,陕西,理科,专科批,260,157426,,,湖南交通职业技术学院
河北交通职业技术学院,2023,陕西,理科,专科批,258,157772,,,河北交通职业技术学院
青岛黄海学院,2023,陕西,理科,专科批,258,157829,,,青岛黄海学院
河北化工医药职业技术学院,2023,陕西,理科,专科批,256,158127,,,河北化工医药职业技术
柳州铁道职业技术学院,2023,陕西,理科,专科批,255,158157,,,柳州铁道职业技术学院
湖北工业职业技术学院,2023,陕西,理科,专科批,255,158230,,,湖北工业职业技术学院
湖北城市建设职业技术学院,2023,陕西,理科,专科批,254,158333,,,湖北城市建设职业技术
拉萨师范学院,2023,陕西,理科,专科批,253,158463,,,拉萨师范学院
泸州职业技术学院,2023,陕西,理科,专科批,252,158739,,,泸州职业技术学院
广西机电职业技术学院,2023,陕西,理科,专科批,248,159205,,,广西机电职业技术学院
西南财经大学天府学院,2023,陕西,理科,专科批,247,159414,,,西南财经大学天府学院
秦皇岛职业技术学院,2023,陕西,理科,专科批,245,159613,,,秦皇岛职业技术学院
牡丹江大学,2023,陕西,理科,专科批,243,159852,,,牡丹江大学
