院校名称,年份,省份,科类,批次,最低分,最低位次,平均分,招生人数,院校代码
泉州师范学院,2023,陕西,理科,本科二批,407,86176,,,泉州师范学院
六盘水师范学院,2023,陕西,理科,本科二批,407,86216,,,六盘水师范学院
邯郸学院,2023,陕西,理科,本科二批,407,86219,,,邯郸学院
吉林医药学院,2023,陕西,理科,本科二批,407,86308,,,吉林医药学院
岭南师范学院,2023,陕西,理科,本科二批,407,86388,,,岭南师范学院
河北科技师范学院,2023,陕西,理科,本科二批,407,86450,,,河北科技师范学院
武夷学院,2023,陕西,理科,本科二批,407,86538,,,武夷学院
贺州学院,2023,陕西,理科,本科二批,407,86576,,,贺州学院
齐鲁医药学院,2023,陕西,理科,本科二批,407,86605,,,齐鲁医药学院
新疆理工学院,2023,陕西,理科,本科二批,406,87097,,,新疆理工学院
河北经贸大学经济管理学院,2023,陕西,理科,本科二批,406,87098,,,河北经贸大学经济管理
喀什大学,2023,陕西,理科,本科二批,406,87181,,,喀什大学
郑州工程技术学院,2023,陕西,理科,本科二批,406,87182,,,郑州工程技术学院
新疆科技学院,2023,陕西,理科,本科二批,406,87186,,,新疆科技学院
南宁师范大学,2023,陕西,理科,本科二批,406,87190,,,南宁师范大学
西安航空学院,2023,陕西,理科,本科二批,406,87197,,,西安航空学院
石家庄铁道大学四方学院,2023,陕西,理科,本科二批,406,87374,,,石家庄铁道大学四方学
浙江万里学院,2023,陕西,理科,本科二批,406,87381,,,浙江万里学院
上海杉达学院,2023,陕西,理科,本科二批,406,87437,,,上海杉达学院
塔里木大学,2023,陕西,理科,本科二批,406,87451,,,塔里木大学
太原学院,2023,陕西,理科,本科二批,406,87548,,,太原学院
重庆工程学院,2023,陕西,理科,本科二批,405,87767,,,重庆工程学院
内蒙古科技大学包头师范学院,2023,陕西,理科,本科二批,405,87965,,,内蒙古科技大学包头师
安徽艺术学院,2023,陕西,理科,本科二批,405,87971,,,安徽艺术学院
绥化学院,2023,陕西,理科,本科二批,405,88029,,,绥化学院
兴义民族师范学院,2023,陕西,理科,本科二批,405,88066,,,兴义民族师范学院
伊犁师范大学,2023,陕西,理科,本科二批,405,88068,,,伊犁师范大学
四川文理学院,2023,陕西,理科,本科二批,405,88125,,,四川文理学院
广西财经学院,2023,陕西,理科,本科二批,405,88146,,,广西财经学院
东南大学成贤学院,2023,陕西,理科,本科二批,405,88211,,,东南大学成贤学院
西昌学院,2023,陕西,理科,本科二批,405,88275,,,西昌学院
新疆政法学院,2023,陕西,理科,本科二批,404,88331,,,新疆政法学院
大理大学,2023,陕西,理科,本科二批,404,88382,,,大理大学
昌吉学院,2023,陕西,理科,本科二批,404,88421,,,昌吉学院
内蒙古民族大学,2023,陕西,理科,本科二批,404,88432,,,内蒙古民族大学
郑州商学院,2023,陕西,理科,本科二批,404,88523,,,郑州商学院
南京航空航天大学金城学院,2023,陕西,理科,本科二批,404,88538,,,南京航空航天大学金城
新疆艺术学院,2023,陕西,理科,本科二批,404,88577,,,新疆艺术学院
西华师范大学,2023,陕西,理科,本科二批,404,88585,,,西华师范大学
西藏农牧大学,2023,陕西,理科,本科二批,404,88697,,,西藏农牧大学
河南科技学院,2023,陕西,理科,本科二批,404,88699,,,河南科技学院
黑河学院,2023,陕西,理科,本科二批,404,88724,,,黑河学院
玉林师范学院,2023,陕西,理科,本科二批,404,88742,,,玉林师范学院
扬州大学广陵学院,2023,陕西,理科,本科二批,404,88971,,,扬州大学广陵学院
河南城建学院,2023,陕西,理科,本科二批,404,88982,,,河南城建学院
商洛学院,2023,陕西,理科,本科二批,404,88998,,,商洛学院
新疆农业大学,2023,陕西,理科,本科二批,403,89113,,,新疆农业大学
郑州工商学院,2023,陕西,理科,本科二批,403,89123,,,郑州工商学院
四川工商学院,2023,陕西,理科,本科二批,403,89142,,,四川工商学院
成都理工大学工程技术学院,2023,陕西,理科,本科二批,403,89147,,,成都理工大学工程技术
忻州师范学院,2023,陕西,理科,本科二批,403,89203,,,忻州师范学院
台州学院,2023,陕西,理科,本科二批,403,89209,,,台州学院
重庆财经学院,2023,陕西,理科,本科二批,403,89233,,,重庆财经学院
长沙理工大学城南学院,2023,陕西,理科,本科二批,403,89347,,,长沙理工大学城南学院
郑州财经学院,2023,陕西,理科,本科二批,403,89468,,,郑州财经学院
河北工程大学科信学院,2023,陕西,理科,本科二批,403,89519,,,河北工程大学科信学院
唐山师范学院,2023,陕西,理科,本科二批,403,89605,,,唐山师范学院
吉林化工大学,2023,陕西,理科,本科二批,403,89634,,,吉林化工大学
上海师范大学天华学院,2023,陕西,理科,本科二批,403,89686,,,上海师范大学天华学院
琼台师范学院,2023,陕西,理科,本科二批,403,89724,,,琼台师范学院
武汉文理学院,2023,陕西,理科,本科二批,402,89736,,,武汉文理学院
成都锦城学院,2023,陕西,理科,本科二批,402,89774,,,成都锦城学院
长沙师范学院,2023,陕西,理科,本科二批,402,89809,,,长沙师范学院
北京中医药大学东方学院,2023,陕西,理科,本科二批,402,89969,,,北京中医药大学东方学
合肥大学,2023,陕西,理科,本科二批,402,89973,,,合肥大学
长江师范学院,2023,陕西,理科,本科二批,402,90009,,,长江师范学院
武汉生物工程学院,2023,陕西,理科,本科二批,402,90012,,,武汉生物工程学院
南昌航空大学科技学院,2023,陕西,理科,本科二批,402,90064,,,南昌航空大学科技学院
榆林大学,2023,陕西,理科,本科二批,402,90157,,,榆林大学
重庆移通学院,2023,陕西,理科,本科二批,402,90222,,,重庆移通学院
锦州医科大学医疗学院,2023,陕西,理科,本科二批,402,90409,,,锦州医科大学医疗学院
中国矿业大学徐海学院,2023,陕西,理科,本科二批,401,90515,,,中国矿业大学徐海学院
重庆人文科技学院,2023,陕西,理科,本科二批,401,90705,,,重庆人文科技学院
昆明医科大学海源学院,2023,陕西,理科,本科二批,401,91098,,,昆明医科大学海源学院
重庆对外经贸学院,2023,陕西,理科,本科二批,401,91101,,,重庆对外经贸学院
山西工程技术学院,2023,陕西,理科,本科二批,401,91136,,,山西工程技术学院
大连医科大学中山学院,2023,陕西,理科,本科二批,400,91247,,,大连医科大学中山学院
江西师范大学科学技术学院,2023,陕西,理科,本科二批,400,91302,,,江西师范大学科学技术
渭南师范学院,2023,陕西,理科,本科二批,400,91451,,,渭南师范学院
四川大学锦江学院,2023,陕西,理科,本科二批,400,91611,,,四川大学锦江学院
西南交通大学希望学院,2023,陕西,理科,本科二批,400,91696,,,西南交通大学希望学院
重庆外语外事学院,2023,陕西,理科,本科二批,400,91706,,,重庆外语外事学院
商洛学院,2023,陕西,理科,本科二批,400,91707,,,商洛学院
青海民族大学,2023,陕西,理科,本科二批,399,91844,,,青海民族大学
吉林农业大学,2023,陕西,理科,本科二批,399,91876,,,吉林农业大学
辽宁何氏医学院,2023,陕西,理科,本科二批,399,91880,,,辽宁何氏医学院
江西财经大学现代经济管理学院,2023,陕西,理科,本科二批,399,91901,,,江西财经大学现代经济
辽宁中医药大学杏林学院,2023,陕西,理科,本科二批,399,91904,,,辽宁中医药大学杏林学
三峡大学科技学院,2023,陕西,理科,本科二批,399,91935,,,三峡大学科技学院
北部湾大学,2023,陕西,理科,本科二批,399,92106,,,北部湾大学
河南开封科技传媒学院,2023,陕西,理科,本科二批,399,92182,,,河南开封科技传媒学院
青岛农业大学海都学院,2023,陕西,理科,本科二批,399,92218,,,青岛农业大学海都学院
常州信息职业技术学院,2023,陕西,理科,专科批,399,92336,,,常州信息职业技术学院
武昌首义学院,2023,陕西,理科,本科二批,399,92361,,,武昌首义学院
黄河科技学院,2023,陕西,理科,本科二批,399,92441,,,黄河科技学院
聊城大学东昌学院,2023,陕西,理科,本科二批,399,92518,,,聊城大学东昌学院
西南财经大学天府学院,2023,陕西,理科,本科二批,398,92766,,,西南财经大学天府学院
集美大学诚毅学院,2023,陕西,理科,本科二批,398,92783,,,集美大学诚毅学院
烟台理工学院,2023,陕西,理科,本科二批,398,92932,,,烟台理工学院
中原科技学院,2023,陕西,理科,本科二批,398,93013,,,中原科技学院
安徽工程大学,2023,陕西,理科,本科二批,398,93104,,,安徽工程大学
吉林工程技术师范学院,2023,陕西,理科,本科二批,398,93140,,,吉林工程技术师范学院
滇西应用技术大学,2023,陕西,理科,本科二批,398,93162,,,滇西应用技术大学
张家口学院,2023,陕西,理科,专科批,397,93269,,,张家口学院
上海建桥学院,2023,陕西,理科,本科二批,397,93355,,,上海建桥学院
湖北师范大学文理学院,2023,陕西,理科,本科二批,397,93372,,,湖北师范大学文理学院
重庆工商大学派斯学院,2023,陕西,理科,本科二批,397,93419,,,重庆工商大学派斯学院
湖南人文科技学院,2023,陕西,理科,本科二批,397,93434,,,湖南人文科技学院
四川旅游学院,2023,陕西,理科,本科二批,397,93551,,,四川旅游学院
马鞍山学院,2023,陕西,理科,本科二批,397,93563,,,马鞍山学院
哈尔滨学院,2023,陕西,理科,本科二批,397,93655,,,哈尔滨学院
天水师范大学,2023,陕西,理科,本科二批,397,93719,,,天水师范大学
厦门大学嘉庚学院,2023,陕西,理科,本科二批,397,93862,,,厦门大学嘉庚学院
湖北商贸学院,2023,陕西,理科,本科二批,396,94006,,,湖北商贸学院
上海财经大学浙江学院,2023,陕西,理科,本科二批,396,94032,,,上海财经大学浙江学院
成都东软学院,2023,陕西,理科,本科二批,396,94064,,,成都东软学院
山西应用科技学院,2023,陕西,理科,本科二批,396,94404,,,山西应用科技学院
西安交通大学城市学院,2023,陕西,理科,本科二批,396,94455,,,西安交通大学城市学院
南昌大学科学技术学院,2023,陕西,理科,本科二批,396,94639,,,南昌大学科学技术学院
山东协和学院,2023,陕西,理科,本科二批,395,94797,,,山东协和学院
晋中信息学院,2023,陕西,理科,本科二批,395,94891,,,晋中信息学院
绵阳城市学院,2023,陕西,理科,本科二批,395,94944,,,绵阳城市学院
咸阳师范学院,2023,陕西,理科,本科二批,395,94977,,,咸阳师范学院
西安培华学院,2023,陕西,理科,本科二批,395,95091,,,西安培华学院
四川工业科技学院,2023,陕西,理科,本科二批,395,95119,,,四川工业科技学院
北京科技职业大学,2023,陕西,理科,专科批,395,95182,,,北京科技职业大学
中国民用航空飞行学院,2023,陕西,理科,专科批,395,95188,,,中国民用航空飞行学院
成都外国语学院,2023,陕西,理科,本科二批,395,95261,,,成都外国语学院
湖北大学知行学院,2023,陕西,理科,本科二批,394,95525,,,湖北大学知行学院
武汉工商学院,2023,陕西,理科,本科二批,394,95534,,,武汉工商学院
廊坊师范学院,2023,陕西,理科,本科二批,394,95769,,,廊坊师范学院
南京理工大学泰州科技学院,2023,陕西,理科,本科二批,394,95975,,,南京理工大学泰州科技
沧州交通学院,2023,陕西,理科,本科二批,394,95984,,,沧州交通学院
中国计量大学现代科技学院,2023,陕西,理科,本科二批,394,96000,,,中国计量大学现代科技
太原工业学院,2023,陕西,理科,本科二批,393,96018,,,太原工业学院
文华学院,2023,陕西,理科,本科二批,393,96395,,,文华学院
太原科技大学,2023,陕西,理科,本科二批,393,96569,,,太原科技大学
郑州西亚斯学院,2023,陕西,理科,本科二批,392,96772,,,郑州西亚斯学院
蚌埠工商学院,2023,陕西,理科,本科二批,392,96808,,,蚌埠工商学院
安阳师范学院,2023,陕西,理科,本科二批,392,96908,,,安阳师范学院
北京科技大学天津学院,2023,陕西,理科,本科二批,392,97016,,,北京科技大学天津学院
青岛滨海学院,2023,陕西,理科,本科二批,392,97060,,,青岛滨海学院
新疆师范大学,2023,陕西,理科,本科二批,392,97125,,,新疆师范大学
武昌理工学院,2023,陕西,理科,本科二批,392,97352,,,武昌理工学院
南昌大学共青学院,2023,陕西,理科,本科二批,391,97388,,,南昌大学共青学院
浙江工业大学之江学院,2023,陕西,理科,本科二批,391,97520,,,浙江工业大学之江学院
西安建筑科技大学华清学院,2023,陕西,理科,本科二批,391,97544,,,西安建筑科技大学华清
浙江工商大学杭州商学院,2023,陕西,理科,本科二批,391,97603,,,浙江工商大学杭州商学
武汉华夏理工学院,2023,陕西,理科,本科二批,391,97655,,,武汉华夏理工学院
海南热带海洋学院,2023,陕西,理科,本科二批,391,97679,,,海南热带海洋学院
新疆财经大学,2023,陕西,理科,本科二批,391,98029,,,新疆财经大学
天津财经大学珠江学院,2023,陕西,理科,本科二批,390,98388,,,天津财经大学珠江学院
武汉晴川学院,2023,陕西,理科,本科二批,390,98439,,,武汉晴川学院
烟台南山学院,2023,陕西,理科,本科二批,390,98576,,,烟台南山学院
贵州黔南科技学院,2023,陕西,理科,本科二批,390,98593,,,贵州黔南科技学院
天津理工大学中环信息学院,2023,陕西,理科,本科二批,390,98594,,,天津理工大学中环信息
郑州工业应用技术学院,2023,陕西,理科,本科二批,390,98724,,,郑州工业应用技术学院
吉林外国语大学,2023,陕西,理科,本科二批,389,99065,,,吉林外国语大学
武汉纺织大学外经贸学院,2023,陕西,理科,本科二批,388,99809,,,武汉纺织大学外经贸学
福州大学至诚学院,2023,陕西,理科,本科二批,387,100083,,,福州大学至诚学院
武汉工程科技学院,2023,陕西,理科,本科二批,387,100359,,,武汉工程科技学院
天津商业大学宝德学院,2023,陕西,理科,本科二批,387,100464,,,天津商业大学宝德学院
西安科技大学高新学院,2023,陕西,理科,本科二批,386,101002,,,西安科技大学高新学院
三江学院,2023,陕西,理科,本科二批,386,101031,,,三江学院
烟台科技学院,2023,陕西,理科,本科二批,386,101171,,,烟台科技学院
南昌理工学院,2023,陕西,理科,本科二批,386,101209,,,南昌理工学院
吉利学院,2023,陕西,理科,本科二批,386,101463,,,吉利学院
山东财经大学东方学院,2023,陕西,理科,本科二批,385,101683,,,山东财经大学东方学院
河北建筑工程学院,2023,陕西,理科,本科二批,385,101793,,,河北建筑工程学院
珠海科技学院,2023,陕西,理科,本科二批,385,101909,,,珠海科技学院
无锡职业技术大学,2023,陕西,理科,专科批,385,102171,,,无锡职业技术大学
西安理工大学高科学院,2023,陕西,理科,本科二批,384,102216,,,西安理工大学高科学院
武汉工程大学邮电与信息工程学院,2023,陕西,理科,本科二批,384,102252,,,武汉工程大学邮电与信
商丘工学院,2023,陕西,理科,本科二批,384,102501,,,商丘工学院
上海中侨职业技术大学,2023,陕西,理科,本科二批,384,102746,,,上海中侨职业技术大学
大连财经学院,2023,陕西,理科,本科二批,384,102765,,,大连财经学院
武昌工学院,2023,陕西,理科,本科二批,383,103052,,,武昌工学院
沈阳医学院,2023,陕西,理科,专科批,383,103132,,,沈阳医学院
长春科技学院,2023,陕西,理科,本科二批,383,103347,,,长春科技学院
西安思源学院,2023,陕西,理科,本科二批,382,103818,,,西安思源学院
无锡太湖学院,2023,陕西,理科,本科二批,382,103983,,,无锡太湖学院
安徽警官职业学院,2023,陕西,理科,专科批,381,104345,,,安徽警官职业学院
广州软件学院,2023,陕西,理科,本科二批,381,104857,,,广州软件学院
齐鲁理工学院,2023,陕西,理科,本科二批,380,105000,,,齐鲁理工学院
郑州航空工业管理学院,2023,陕西,理科,本科二批,380,105042,,,郑州航空工业管理学院
燕京理工学院,2023,陕西,理科,本科二批,380,105091,,,燕京理工学院
大连东软信息学院,2023,陕西,理科,本科二批,380,105336,,,大连东软信息学院
皖江工学院,2023,陕西,理科,本科二批,380,105604,,,皖江工学院
宁夏理工学院,2023,陕西,理科,本科二批,380,105662,,,宁夏理工学院
东北石油大学,2023,陕西,理科,专科批,379,105876,,,东北石油大学
河北东方学院,2023,陕西,理科,本科二批,379,105906,,,河北东方学院
哈尔滨石油学院,2023,陕西,理科,本科二批,379,106018,,,哈尔滨石油学院
南昌交通学院,2023,陕西,理科,本科二批,379,106311,,,南昌交通学院
南阳师范学院,2023,陕西,理科,本科二批,378,106449,,,南阳师范学院
河北外国语学院,2023,陕西,理科,本科二批,378,106481,,,河北外国语学院
荆州学院,2023,陕西,理科,本科二批,378,106679,,,荆州学院
西京学院,2023,陕西,理科,本科二批,378,106794,,,西京学院
武汉职业技术大学,2023,陕西,理科,专科批,378,106863,,,武汉职业技术大学
江西科技学院,2023,陕西,理科,本科二批,377,107105,,,江西科技学院
成都银杏酒店管理学院,2023,陕西,理科,本科二批,377,107262,,,成都银杏酒店管理学院
西安外事学院,2023,陕西,理科,本科二批,377,107343,,,西安外事学院
河北工程技术学院,2023,陕西,理科,本科二批,377,107552,,,河北工程技术学院
兰州信息科技学院,2023,陕西,理科,本科二批,377,107657,,,兰州信息科技学院
桂林学院,2023,陕西,理科,本科二批,376,107781,,,桂林学院
青岛工学院,2023,陕西,理科,本科二批,375,108333,,,青岛工学院
黄河水利职业技术大学,2023,陕西,理科,专科批,375,108358,,,黄河水利职业技术大学
榆林大学,2023,陕西,理科,本科二批,375,108561,,,榆林大学
广东外语外贸大学南国商学院,2023,陕西,理科,本科二批,375,108665,,,广东外语外贸大学南国
四川中医药高等专科学校,2023,陕西,理科,专科批,375,108847,,,四川中医药高等专科学
苏州职业技术大学,2023,陕西,理科,专科批,374,109225,,,苏州职业技术大学
贵阳信息科技学院,2023,陕西,理科,本科二批,374,109372,,,贵阳信息科技学院
电子科技大学中山学院,2023,陕西,理科,本科二批,374,109421,,,电子科技大学中山学院
昆明文理学院,2023,陕西,理科,本科二批,374,109679,,,昆明文理学院
保定理工学院,2023,陕西,理科,本科二批,373,110005,,,保定理工学院
兰州博文科技学院,2023,陕西,理科,本科二批,373,110326,,,兰州博文科技学院
青岛城市学院,2023,陕西,理科,本科二批,372,110680,,,青岛城市学院
昆明城市学院,2023,陕西,理科,本科二批,372,110808,,,昆明城市学院
南昌工学院,2023,陕西,理科,本科二批,372,111014,,,南昌工学院
云南工商学院,2023,陕西,理科,本科二批,371,111118,,,云南工商学院
宁波财经学院,2023,陕西,理科,本科二批,371,111384,,,宁波财经学院
重庆医药高等专科学校,2023,陕西,理科,专科批,371,111619,,,重庆医药高等专科学校
西安明德理工学院,2023,陕西,理科,本科二批,370,111729,,,西安明德理工学院
焦作大学,2023,陕西,理科,专科批,369,112465,,,焦作大学
滇池学院,2023,陕西,理科,本科二批,369,112511,,,滇池学院
广州南方学院,2023,陕西,理科,本科二批,368,113269,,,广州南方学院
西安欧亚学院,2023,陕西,理科,本科二批,368,113421,,,西安欧亚学院
延安大学西安创新学院,2023,陕西,理科,本科二批,367,114121,,,延安大学西安创新学院
西安翻译学院,2023,陕西,理科,本科二批,366,114922,,,西安翻译学院
闽南科技学院,2023,陕西,理科,本科二批,366,114924,,,闽南科技学院
西安铁路职业技术学院,2023,陕西,理科,专科批,365,115021,,,西安铁路职业技术学院
厦门工学院,2023,陕西,理科,本科二批,364,115608,,,厦门工学院
大连理工大学城市学院,2023,陕西,理科,本科二批,364,115626,,,大连理工大学城市学院
青岛黄海学院,2023,陕西,理科,本科二批,364,115742,,,青岛黄海学院
河北科技学院,2023,陕西,理科,本科二批,364,115790,,,河北科技学院
大连科技学院,2023,陕西,理科,本科二批,364,115901,,,大连科技学院
重庆电子科技职业大学,2023,陕西,理科,专科批,364,116005,,,重庆电子科技职业大学
山东畜牧兽医职业学院,2023,陕西,理科,专科批,363,116282,,,山东畜牧兽医职业学院
广州应用科技学院,2023,陕西,理科,本科二批,362,116876,,,广州应用科技学院
云南经济管理学院,2023,陕西,理科,本科二批,362,117023,,,云南经济管理学院
陕西国际商贸学院,2023,陕西,理科,本科二批,362,117335,,,陕西国际商贸学院
广西民族大学,2023,陕西,理科,本科二批,361,117587,,,广西民族大学
辽宁师范大学海华学院,2023,陕西,理科,本科二批,361,117717,,,辽宁师范大学海华学院
银川科技学院,2023,陕西,理科,本科二批,360,118505,,,银川科技学院
华北理工大学,2023,陕西,理科,专科批,360,118524,,,华北理工大学
沈阳工学院,2023,陕西,理科,本科二批,359,119052,,,沈阳工学院
陕西科技大学镐京学院,2023,陕西,理科,本科二批,359,119063,,,陕西科技大学镐京学院
西安交通工程学院,2023,陕西,理科,本科二批,359,119085,,,西安交通工程学院
华北理工大学轻工学院,2023,陕西,理科,本科二批,359,119097,,,华北理工大学轻工学院
浙江越秀外国语学院,2023,陕西,理科,本科二批,358,119318,,,浙江越秀外国语学院
河北地质大学华信学院,2023,陕西,理科,本科二批,358,119650,,,河北地质大学华信学院
兰州工商学院,2023,陕西,理科,本科二批,358,119673,,,兰州工商学院
西北大学现代学院,2023,陕西,理科,本科二批,358,119693,,,西北大学现代学院
湖北三峡职业技术学院,2023,陕西,理科,专科批,357,120221,,,湖北三峡职业技术学院
昆明理工大学津桥学院,2023,陕西,理科,本科二批,356,120721,,,昆明理工大学津桥学院
广州南方学院,2023,陕西,理科,本科二批,356,120834,,,广州南方学院
天津外国语大学滨海外事学院,2023,陕西,理科,本科二批,356,120913,,,天津外国语大学滨海外
南宁学院,2023,陕西,理科,本科二批,355,121441,,,南宁学院
西安财经大学行知学院,2023,陕西,理科,本科二批,354,121807,,,西安财经大学行知学院
上海工艺美术职业学院,2023,陕西,理科,专科批,354,121827,,,上海工艺美术职业学院
丽江文化旅游学院,2023,陕西,理科,本科二批,354,122151,,,丽江文化旅游学院
天津医学高等专科学校,2023,陕西,理科,专科批,353,122323,,,天津医学高等专科学校
长春人文学院,2023,陕西,理科,本科二批,353,122371,,,长春人文学院
长沙民政职业技术学院,2023,陕西,理科,专科批,353,122429,,,长沙民政职业技术学院
吉林师范大学博达学院,2023,陕西,理科,本科二批,353,122500,,,吉林师范大学博达学院
南宁理工学院,2023,陕西,理科,本科二批,353,122573,,,南宁理工学院
天津仁爱学院,2023,陕西,理科,本科二批,353,122811,,,天津仁爱学院
西安工商学院,2023,陕西,理科,本科二批,353,122852,,,西安工商学院
江西应用科技学院,2023,陕西,理科,本科二批,352,123323,,,江西应用科技学院
重庆三峡医药高等专科学校,2023,陕西,理科,专科批,352,123376,,,重庆三峡医药高等专科
苏州工业职业技术学院,2023,陕西,理科,专科批,352,123418,,,苏州工业职业技术学院
沈阳科技学院,2023,陕西,理科,本科二批,351,123626,,,沈阳科技学院
泉州信息工程学院,2023,陕西,理科,本科二批,351,123643,,,泉州信息工程学院
桂林信息科技学院,2023,陕西,理科,本科二批,351,123674,,,桂林信息科技学院
天津天狮学院,2023,陕西,理科,本科二批,351,123937,,,天津天狮学院
长春电子科技学院,2023,陕西,理科,本科二批,351,124074,,,长春电子科技学院
湖南涉外经济学院,2023,陕西,理科,本科二批,350,124327,,,湖南涉外经济学院
黑龙江财经学院,2023,陕西,理科,本科二批,350,124504,,,黑龙江财经学院
吉林建筑科技学院,2023,陕西,理科,本科二批,350,124543,,,吉林建筑科技学院
泰山科技学院,2023,陕西,理科,本科二批,350,124593,,,泰山科技学院
福州外语外贸学院,2023,陕西,理科,本科二批,349,124678,,,福州外语外贸学院
成都航空职业技术大学,2023,陕西,理科,专科批,349,124724,,,成都航空职业技术大学
沈阳城市建设学院,2023,陕西,理科,本科二批,349,124858,,,沈阳城市建设学院
西安科技大学高新学院,2023,陕西,理科,本科二批,349,125126,,,西安科技大学高新学院
长春建筑学院,2023,陕西,理科,本科二批,349,125191,,,长春建筑学院
广州新华学院,2023,陕西,理科,本科二批,348,125302,,,广州新华学院
南京信息职业技术学院,2023,陕西,理科,专科批,348,125495,,,南京信息职业技术学院
黑龙江东方学院,2023,陕西,理科,本科二批,348,125621,,,黑龙江东方学院
新疆农业大学,2023,陕西,理科,本科二批,348,125635,,,新疆农业大学
海南外国语职业学院,2023,陕西,理科,专科批,347,125797,,,海南外国语职业学院
沈阳城市学院,2023,陕西,理科,本科二批,347,125973,,,沈阳城市学院
长春医学高等专科学校,2023,陕西,理科,专科批,347,126121,,,长春医学高等专科学校
长春工业大学人文信息学院,2023,陕西,理科,本科二批,346,126451,,,长春工业大学人文信息
兰州交通大学,2023,陕西,理科,专科批,346,126571,,,兰州交通大学
西安欧亚学院,2023,陕西,理科,本科二批,346,126604,,,西安欧亚学院
长春财经学院,2023,陕西,理科,本科二批,346,126655,,,长春财经学院
广州商学院,2023,陕西,理科,本科二批,346,126749,,,广州商学院
辽宁财贸学院,2023,陕西,理科,本科二批,346,126775,,,辽宁财贸学院
济宁学院,2023,陕西,理科,专科批,345,127281,,,济宁学院
山东英才学院,2023,陕西,理科,本科二批,345,127362,,,山东英才学院
长春大学旅游学院,2023,陕西,理科,本科二批,344,127614,,,长春大学旅游学院
柳州工学院,2023,陕西,理科,本科二批,344,127624,,,柳州工学院
广西外国语学院,2023,陕西,理科,本科二批,344,127633,,,广西外国语学院
长沙职业技术学院,2023,陕西,理科,专科批,344,127915,,,长沙职业技术学院
西安汽车职业大学,2023,陕西,理科,本科二批,344,127980,,,西安汽车职业大学
重庆城市管理职业学院,2023,陕西,理科,专科批,343,128102,,,重庆城市管理职业学院
辽宁对外经贸学院,2023,陕西,理科,本科二批,343,128188,,,辽宁对外经贸学院
襄阳职业技术大学,2023,陕西,理科,专科批,343,128232,,,襄阳职业技术大学
海口经济学院,2023,陕西,理科,本科二批,343,128359,,,海口经济学院
商丘医学高等专科学校,2023,陕西,理科,专科批,343,128615,,,商丘医学高等专科学校
石家庄邮电职业技术学院,2023,陕西,理科,专科批,342,128666,,,石家庄邮电职业技术学
郑州职业技术学院,2023,陕西,理科,专科批,342,129098,,,郑州职业技术学院
漯河医学高等专科学校,2023,陕西,理科,专科批,342,129171,,,漯河医学高等专科学校
陕西铁路工程职业技术学院,2023,陕西,理科,专科批,342,129187,,,陕西铁路工程职业技术
山东中医药高等专科学校,2023,陕西,理科,专科批,341,129299,,,山东中医药高等专科学
阳光学院,2023,陕西,理科,本科二批,341,129355,,,阳光学院
长沙航空职业技术学院,2023,陕西,理科,专科批,341,129362,,,长沙航空职业技术学院
九江职业大学,2023,陕西,理科,专科批,341,129424,,,九江职业大学
桂林旅游学院,2023,陕西,理科,专科批,341,129699,,,桂林旅游学院
三亚学院,2023,陕西,理科,本科二批,340,130057,,,三亚学院
三亚学院,2023,陕西,理科,本科二批,340,130246,,,三亚学院
江苏农林职业技术学院,2023,陕西,理科,专科批,339,130470,,,江苏农林职业技术学院
上海电子信息职业技术学院,2023,陕西,理科,专科批,339,130650,,,上海电子信息职业技术
南京机电职业技术学院,2023,陕西,理科,专科批,339,130762,,,南京机电职业技术学院
重庆工商职业学院,2023,陕西,理科,专科批,338,130829,,,重庆工商职业学院
鞍山师范学院,2023,陕西,理科,专科批,338,130868,,,鞍山师范学院
上海外国语大学贤达经济人文学院,2023,陕西,理科,本科二批,338,130893,,,上海外国语大学贤达经
武汉民政职业学院,2023,陕西,理科,专科批,338,130976,,,武汉民政职业学院
天津职业大学,2023,陕西,理科,专科批,338,130978,,,天津职业大学
东莞城市学院,2023,陕西,理科,本科二批,338,131111,,,东莞城市学院
泉州信息工程学院,2023,陕西,理科,本科二批,338,131261,,,泉州信息工程学院
江苏航运职业技术学院,2023,陕西,理科,专科批,338,131325,,,江苏航运职业技术学院
黑龙江外国语学院,2023,陕西,理科,本科二批,337,131409,,,黑龙江外国语学院
重庆电力高等专科学校,2023,陕西,理科,专科批,337,131553,,,重庆电力高等专科学校
西安航空职业技术学院,2023,陕西,理科,专科批,337,131653,,,西安航空职业技术学院
厦门华厦学院,2023,陕西,理科,本科二批,336,131934,,,厦门华厦学院
陕西国防工业职业技术学院,2023,陕西,理科,专科批,336,131960,,,陕西国防工业职业技术
江苏护理职业学院,2023,陕西,理科,专科批,336,132061,,,江苏护理职业学院
上海科学技术职业学院,2023,陕西,理科,专科批,336,132191,,,上海科学技术职业学院
四川工程职业技术大学,2023,陕西,理科,专科批,336,132258,,,四川工程职业技术大学
武汉工程科技学院,2023,陕西,理科,专科批,336,132306,,,武汉工程科技学院
山东医学高等专科学校,2023,陕西,理科,专科批,335,132421,,,山东医学高等专科学校
成都理工大学工程技术学院,2023,陕西,理科,专科批,335,132435,,,成都理工大学工程技术
日照职业技术大学,2023,陕西,理科,专科批,335,132481,,,日照职业技术大学
郑州电力高等专科学校,2023,陕西,理科,专科批,335,132541,,,郑州电力高等专科学校
